hour,visits,week_start,week_end
13,7162,2024-07-08,2024-07-14
14,7365,2024-07-08,2024-07-14
15,6688,2024-07-08,2024-07-14
16,5436,2024-07-08,2024-07-14
17,5866,2024-07-08,2024-07-14
18,8836,2024-07-08,2024-07-14
19,10763,2024-07-08,2024-07-14
20,10790,2024-07-08,2024-07-14
21,6444,2024-07-08,2024-07-14
22,4478,2024-07-08,2024-07-14
23,604,2024-07-08,2024-07-14
0,957,2024-07-15,2024-07-21
1,393,2024-07-15,2024-07-21
2,206,2024-07-15,2024-07-21
3,130,2024-07-15,2024-07-21
4,130,2024-07-15,2024-07-21
5,175,2024-07-15,2024-07-21
6,207,2024-07-15,2024-07-21
7,850,2024-07-15,2024-07-21
8,1774,2024-07-15,2024-07-21
9,3797,2024-07-15,2024-07-21
10,5661,2024-07-15,2024-07-21
11,7069,2024-07-15,2024-07-21
12,7954,2024-07-15,2024-07-21
13,8235,2024-07-15,2024-07-21
14,7837,2024-07-15,2024-07-21
15,7624,2024-07-15,2024-07-21
16,8779,2024-07-15,2024-07-21
17,10264,2024-07-15,2024-07-21
18,11307,2024-07-15,2024-07-21
19,10245,2024-07-15,2024-07-21
20,9166,2024-07-15,2024-07-21
21,4517,2024-07-15,2024-07-21
22,1590,2024-07-15,2024-07-21
23,1103,2024-07-15,2024-07-21
0,385,2024-07-22,2024-07-28
1,323,2024-07-22,2024-07-28
2,104,2024-07-22,2024-07-28
3,42,2024-07-22,2024-07-28
4,42,2024-07-22,2024-07-28
5,42,2024-07-22,2024-07-28
6,209,2024-07-22,2024-07-28
7,708,2024-07-22,2024-07-28
8,1769,2024-07-22,2024-07-28
9,3721,2024-07-22,2024-07-28
10,5017,2024-07-22,2024-07-28
11,5834,2024-07-22,2024-07-28
12,6347,2024-07-22,2024-07-28
13,7593,2024-07-22,2024-07-28
14,7535,2024-07-22,2024-07-28
15,7980,2024-07-22,2024-07-28
16,7700,2024-07-22,2024-07-28
17,8920,2024-07-22,2024-07-28
18,10736,2024-07-22,2024-07-28
19,11023,2024-07-22,2024-07-28
20,10620,2024-07-22,2024-07-28
21,5348,2024-07-22,2024-07-28
22,3121,2024-07-22,2024-07-28
23,800,2024-07-22,2024-07-28
0,442,2024-07-29,2024-08-04
1,28,2024-07-29,2024-08-04
2,59,2024-07-29,2024-08-04
3,124,2024-07-29,2024-08-04
4,28,2024-07-29,2024-08-04
5,44,2024-07-29,2024-08-04
6,464,2024-07-29,2024-08-04
7,1012,2024-07-29,2024-08-04
