hour,visits,week_start,week_end
10,914,2024-08-19,2024-08-25
11,1085,2024-08-19,2024-08-25
12,610,2024-08-19,2024-08-25
13,545,2024-08-19,2024-08-25
14,828,2024-08-19,2024-08-25
15,900,2024-08-19,2024-08-25
16,948,2024-08-19,2024-08-25
17,1177,2024-08-19,2024-08-25
18,1382,2024-08-19,2024-08-25
19,1046,2024-08-19,2024-08-25
20,316,2024-08-19,2024-08-25
21,112,2024-08-19,2024-08-25
22,127,2024-08-19,2024-08-25
23,0,2024-08-19,2024-08-25
0,114,2024-08-26,2024-09-01
1,100,2024-08-26,2024-09-01
2,72,2024-08-26,2024-09-01
3,100,2024-08-26,2024-09-01
4,71,2024-08-26,2024-09-01
5,71,2024-08-26,2024-09-01
6,42,2024-08-26,2024-09-01
7,350,2024-08-26,2024-09-01
8,671,2024-08-26,2024-09-01
9,714,2024-08-26,2024-09-01
10,962,2024-08-26,2024-09-01
11,1001,2024-08-26,2024-09-01
12,592,2024-08-26,2024-09-01
13,360,2024-08-26,2024-09-01
14,430,2024-08-26,2024-09-01
15,561,2024-08-26,2024-09-01
16,712,2024-08-26,2024-09-01
17,814,2024-08-26,2024-09-01
18,987,2024-08-26,2024-09-01
19,719,2024-08-26,2024-09-01
20,314,2024-08-26,2024-09-01
21,174,2024-08-26,2024-09-01
22,93,2024-08-26,2024-09-01
23,43,2024-08-26,2024-09-01
0,0,2024-09-02,2024-09-08
1,27,2024-09-02,2024-09-08
2,0,2024-09-02,2024-09-08
3,28,2024-09-02,2024-09-08
4,28,2024-09-02,2024-09-08
5,70,2024-09-02,2024-09-08
6,42,2024-09-02,2024-09-08
7,381,2024-09-02,2024-09-08
8,562,2024-09-02,2024-09-08
9,532,2024-09-02,2024-09-08
10,809,2024-09-02,2024-09-08
11,960,2024-09-02,2024-09-08
12,724,2024-09-02,2024-09-08
13,1006,2024-09-02,2024-09-08
14,828,2024-09-02,2024-09-08
15,1136,2024-09-02,2024-09-08
16,1657,2024-09-02,2024-09-08
17,1436,2024-09-02,2024-09-08
18,1330,2024-09-02,2024-09-08
