hour,visits,week_start,week_end
1,276,2024-07-08,2024-07-14
2,92,2024-07-08,2024-07-14
3,92,2024-07-08,2024-07-14
4,92,2024-07-08,2024-07-14
5,92,2024-07-08,2024-07-14
6,277,2024-07-08,2024-07-14
7,560,2024-07-08,2024-07-14
8,731,2024-07-08,2024-07-14
9,1296,2024-07-08,2024-07-14
10,2217,2024-07-08,2024-07-14
11,3394,2024-07-08,2024-07-14
12,3215,2024-07-08,2024-07-14
13,3179,2024-07-08,2024-07-14
14,4471,2024-07-08,2024-07-14
15,6249,2024-07-08,2024-07-14
16,7004,2024-07-08,2024-07-14
17,7393,2024-07-08,2024-07-14
18,10044,2024-07-08,2024-07-14
19,10859,2024-07-08,2024-07-14
20,8191,2024-07-08,2024-07-14
21,5092,2024-07-08,2024-07-14
22,2653,2024-07-08,2024-07-14
23,1751,2024-07-08,2024-07-14
0,707,2024-07-15,2024-07-21
1,451,2024-07-15,2024-07-21
2,218,2024-07-15,2024-07-21
3,171,2024-07-15,2024-07-21
4,126,2024-07-15,2024-07-21
5,132,2024-07-15,2024-07-21
6,255,2024-07-15,2024-07-21
7,832,2024-07-15,2024-07-21
8,1404,2024-07-15,2024-07-21
9,1946,2024-07-15,2024-07-21
10,2013,2024-07-15,2024-07-21
11,2778,2024-07-15,2024-07-21
12,4059,2024-07-15,2024-07-21
13,4103,2024-07-15,2024-07-21
14,5162,2024-07-15,2024-07-21
15,6819,2024-07-15,2024-07-21
16,8010,2024-07-15,2024-07-21
17,10626,2024-07-15,2024-07-21
18,13392,2024-07-15,2024-07-21
19,14351,2024-07-15,2024-07-21
20,12492,2024-07-15,2024-07-21
21,8055,2024-07-15,2024-07-21
22,4437,2024-07-15,2024-07-21
23,1669,2024-07-15,2024-07-21
0,798,2024-07-22,2024-07-28
1,577,2024-07-22,2024-07-28
2,317,2024-07-22,2024-07-28
3,276,2024-07-22,2024-07-28
4,276,2024-07-22,2024-07-28
5,448,2024-07-22,2024-07-28
6,1370,2024-07-22,2024-07-28
7,2798,2024-07-22,2024-07-28
8,2925,2024-07-22,2024-07-28
9,3620,2024-07-22,2024-07-28
10,3684,2024-07-22,2024-07-28
11,3903,2024-07-22,2024-07-28
12,3268,2024-07-22,2024-07-28
13,4811,2024-07-22,2024-07-28
14,5621,2024-07-22,2024-07-28
15,6074,2024-07-22,2024-07-28
16,7168,2024-07-22,2024-07-28
17,9381,2024-07-22,2024-07-28
18,11509,2024-07-22,2024-07-28
19,11223,2024-07-22,2024-07-28
20,9378,2024-07-22,2024-07-28
21,4288,2024-07-22,2024-07-28
22,1802,2024-07-22,2024-07-28
23,1075,2024-07-22,2024-07-28
0,286,2024-07-29,2024-08-04
1,85,2024-07-29,2024-08-04
2,85,2024-07-29,2024-08-04
3,39,2024-07-29,2024-08-04
4,39,2024-07-29,2024-08-04
5,201,2024-07-29,2024-08-04
6,350,2024-07-29,2024-08-04
7,777,2024-07-29,2024-08-04
8,857,2024-07-29,2024-08-04
9,1290,2024-07-29,2024-08-04
10,1834,2024-07-29,2024-08-04
11,3009,2024-07-29,2024-08-04
12,3211,2024-07-29,2024-08-04
13,3326,2024-07-29,2024-08-04
14,4174,2024-07-29,2024-08-04
15,5274,2024-07-29,2024-08-04
16,6721,2024-07-29,2024-08-04
17,8045,2024-07-29,2024-08-04
18,8112,2024-07-29,2024-08-04
19,7614,2024-07-29,2024-08-04
20,6800,2024-07-29,2024-08-04
21,2928,2024-07-29,2024-08-04
22,1189,2024-07-29,2024-08-04
23,745,2024-07-29,2024-08-04
0,338,2024-08-05,2024-08-11
1,178,2024-08-05,2024-08-11
2,99,2024-08-05,2024-08-11
3,99,2024-08-05,2024-08-11
4,99,2024-08-05,2024-08-11
5,127,2024-08-05,2024-08-11
6,340,2024-08-05,2024-08-11
7,785,2024-08-05,2024-08-11
8,1375,2024-08-05,2024-08-11
9,1292,2024-08-05,2024-08-11
10,2071,2024-08-05,2024-08-11
11,2951,2024-08-05,2024-08-11
12,3588,2024-08-05,2024-08-11
13,3782,2024-08-05,2024-08-11
14,4109,2024-08-05,2024-08-11
15,5252,2024-08-05,2024-08-11
16,5545,2024-08-05,2024-08-11
17,6631,2024-08-05,2024-08-11
18,8332,2024-08-05,2024-08-11
19,8034,2024-08-05,2024-08-11
20,7414,2024-08-05,2024-08-11
21,4359,2024-08-05,2024-08-11
22,1885,2024-08-05,2024-08-11
23,932,2024-08-05,2024-08-11
0,520,2024-08-12,2024-08-18
1,181,2024-08-12,2024-08-18
2,140,2024-08-12,2024-08-18
3,140,2024-08-12,2024-08-18
4,140,2024-08-12,2024-08-18
5,236,2024-08-12,2024-08-18
6,754,2024-08-12,2024-08-18
7,926,2024-08-12,2024-08-18
8,1270,2024-08-12,2024-08-18
9,1624,2024-08-12,2024-08-18
10,2176,2024-08-12,2024-08-18
11,2583,2024-08-12,2024-08-18
12,3503,2024-08-12,2024-08-18
13,4112,2024-08-12,2024-08-18
14,4912,2024-08-12,2024-08-18
15,4894,2024-08-12,2024-08-18
16,5601,2024-08-12,2024-08-18
17,6337,2024-08-12,2024-08-18
18,6938,2024-08-12,2024-08-18
19,6584,2024-08-12,2024-08-18
20,5727,2024-08-12,2024-08-18
21,2928,2024-08-12,2024-08-18
22,1445,2024-08-12,2024-08-18
23,970,2024-08-12,2024-08-18
0,575,2024-08-19,2024-08-25
1,212,2024-08-19,2024-08-25
2,171,2024-08-19,2024-08-25
3,80,2024-08-19,2024-08-25
4,80,2024-08-19,2024-08-25
5,223,2024-08-19,2024-08-25
6,358,2024-08-19,2024-08-25
7,851,2024-08-19,2024-08-25
8,1939,2024-08-19,2024-08-25
9,3549,2024-08-19,2024-08-25
10,4549,2024-08-19,2024-08-25
11,5208,2024-08-19,2024-08-25
12,4680,2024-08-19,2024-08-25
13,5753,2024-08-19,2024-08-25
14,6060,2024-08-19,2024-08-25
15,6193,2024-08-19,2024-08-25
16,7293,2024-08-19,2024-08-25
17,6932,2024-08-19,2024-08-25
18,7819,2024-08-19,2024-08-25
19,7573,2024-08-19,2024-08-25
20,5737,2024-08-19,2024-08-25
21,2885,2024-08-19,2024-08-25
22,1479,2024-08-19,2024-08-25
23,935,2024-08-19,2024-08-25
0,6001,2024-08-26,2024-09-01
1,1979,2024-08-26,2024-09-01
2,918,2024-08-26,2024-09-01
3,147,2024-08-26,2024-09-01
4,41,2024-08-26,2024-09-01
5,284,2024-08-26,2024-09-01
6,629,2024-08-26,2024-09-01
7,1084,2024-08-26,2024-09-01
8,2397,2024-08-26,2024-09-01
9,3632,2024-08-26,2024-09-01
10,5558,2024-08-26,2024-09-01
11,6886,2024-08-26,2024-09-01
12,6157,2024-08-26,2024-09-01
13,5615,2024-08-26,2024-09-01
14,5835,2024-08-26,2024-09-01
15,7354,2024-08-26,2024-09-01
16,8530,2024-08-26,2024-09-01
17,11403,2024-08-26,2024-09-01
18,13437,2024-08-26,2024-09-01
19,9331,2024-08-26,2024-09-01
20,6253,2024-08-26,2024-09-01
21,3974,2024-08-26,2024-09-01
