hour,visits,week_start,week_end
15,4065,2024-05-27,2024-06-02
16,4435,2024-05-27,2024-06-02
17,3867,2024-05-27,2024-06-02
18,3035,2024-05-27,2024-06-02
19,2200,2024-05-27,2024-06-02
20,1630,2024-05-27,2024-06-02
21,1122,2024-05-27,2024-06-02
22,810,2024-05-27,2024-06-02
23,567,2024-05-27,2024-06-02
0,124,2024-06-03,2024-06-09
1,0,2024-06-03,2024-06-09
2,0,2024-06-03,2024-06-09
3,0,2024-06-03,2024-06-09
4,0,2024-06-03,2024-06-09
5,0,2024-06-03,2024-06-09
6,92,2024-06-03,2024-06-09
7,218,2024-06-03,2024-06-09
8,705,2024-06-03,2024-06-09
9,441,2024-06-03,2024-06-09
10,1645,2024-06-03,2024-06-09
11,2650,2024-06-03,2024-06-09
12,3726,2024-06-03,2024-06-09
13,5098,2024-06-03,2024-06-09
14,5390,2024-06-03,2024-06-09
15,5627,2024-06-03,2024-06-09
16,4493,2024-06-03,2024-06-09
17,4673,2024-06-03,2024-06-09
18,3954,2024-06-03,2024-06-09
19,2593,2024-06-03,2024-06-09
20,2087,2024-06-03,2024-06-09
21,1135,2024-06-03,2024-06-09
22,447,2024-06-03,2024-06-09
23,200,2024-06-03,2024-06-09
0,105,2024-06-10,2024-06-16
1,105,2024-06-10,2024-06-16
2,40,2024-06-10,2024-06-16
3,40,2024-06-10,2024-06-16
4,40,2024-06-10,2024-06-16
5,40,2024-06-10,2024-06-16
6,232,2024-06-10,2024-06-16
7,459,2024-06-10,2024-06-16
8,673,2024-06-10,2024-06-16
9,1155,2024-06-10,2024-06-16
10,2690,2024-06-10,2024-06-16
11,3638,2024-06-10,2024-06-16
12,3345,2024-06-10,2024-06-16
13,3845,2024-06-10,2024-06-16
14,4426,2024-06-10,2024-06-16
15,4876,2024-06-10,2024-06-16
16,5437,2024-06-10,2024-06-16
17,4961,2024-06-10,2024-06-16
18,4362,2024-06-10,2024-06-16
19,3089,2024-06-10,2024-06-16
20,1976,2024-06-10,2024-06-16
21,987,2024-06-10,2024-06-16
22,698,2024-06-10,2024-06-16
23,393,2024-06-10,2024-06-16
0,98,2024-06-17,2024-06-23
1,213,2024-06-17,2024-06-23
2,59,2024-06-17,2024-06-23
3,0,2024-06-17,2024-06-23
4,26,2024-06-17,2024-06-23
5,0,2024-06-17,2024-06-23
6,216,2024-06-17,2024-06-23
7,346,2024-06-17,2024-06-23
8,946,2024-06-17,2024-06-23
9,824,2024-06-17,2024-06-23
10,1824,2024-06-17,2024-06-23
11,2915,2024-06-17,2024-06-23
12,3471,2024-06-17,2024-06-23
13,4763,2024-06-17,2024-06-23
14,4566,2024-06-17,2024-06-23
15,4378,2024-06-17,2024-06-23
16,3457,2024-06-17,2024-06-23
