hour,visits,week_start,week_end
9,953,2024-07-01,2024-07-07
10,1828,2024-07-01,2024-07-07
11,2296,2024-07-01,2024-07-07
12,2969,2024-07-01,2024-07-07
13,5000,2024-07-01,2024-07-07
14,6780,2024-07-01,2024-07-07
15,8924,2024-07-01,2024-07-07
16,10307,2024-07-01,2024-07-07
17,10920,2024-07-01,2024-07-07
18,14014,2024-07-01,2024-07-07
19,13931,2024-07-01,2024-07-07
20,11861,2024-07-01,2024-07-07
21,9652,2024-07-01,2024-07-07
22,5962,2024-07-01,2024-07-07
23,2636,2024-07-01,2024-07-07
0,1166,2024-07-08,2024-07-14
1,458,2024-07-08,2024-07-14
2,356,2024-07-08,2024-07-14
3,303,2024-07-08,2024-07-14
4,195,2024-07-08,2024-07-14
5,168,2024-07-08,2024-07-14
6,195,2024-07-08,2024-07-14
7,254,2024-07-08,2024-07-14
8,417,2024-07-08,2024-07-14
9,737,2024-07-08,2024-07-14
10,1544,2024-07-08,2024-07-14
11,2106,2024-07-08,2024-07-14
12,3005,2024-07-08,2024-07-14
13,3487,2024-07-08,2024-07-14
14,4343,2024-07-08,2024-07-14
15,4506,2024-07-08,2024-07-14
16,5180,2024-07-08,2024-07-14
17,5844,2024-07-08,2024-07-14
18,7123,2024-07-08,2024-07-14
19,6877,2024-07-08,2024-07-14
20,5658,2024-07-08,2024-07-14
21,4135,2024-07-08,2024-07-14
22,2320,2024-07-08,2024-07-14
23,1431,2024-07-08,2024-07-14
0,757,2024-07-15,2024-07-21
1,662,2024-07-15,2024-07-21
2,188,2024-07-15,2024-07-21
3,69,2024-07-15,2024-07-21
4,21,2024-07-15,2024-07-21
5,27,2024-07-15,2024-07-21
6,501,2024-07-15,2024-07-21
7,500,2024-07-15,2024-07-21
8,600,2024-07-15,2024-07-21
9,1168,2024-07-15,2024-07-21
10,2005,2024-07-15,2024-07-21
11,2581,2024-07-15,2024-07-21
12,3796,2024-07-15,2024-07-21
13,4364,2024-07-15,2024-07-21
14,5849,2024-07-15,2024-07-21
15,6689,2024-07-15,2024-07-21
16,7203,2024-07-15,2024-07-21
17,9138,2024-07-15,2024-07-21
18,10415,2024-07-15,2024-07-21
19,9874,2024-07-15,2024-07-21
20,7305,2024-07-15,2024-07-21
21,4091,2024-07-15,2024-07-21
22,2464,2024-07-15,2024-07-21
23,1170,2024-07-15,2024-07-21
0,807,2024-07-22,2024-07-28
1,414,2024-07-22,2024-07-28
2,53,2024-07-22,2024-07-28
3,0,2024-07-22,2024-07-28
4,0,2024-07-22,2024-07-28
5,0,2024-07-22,2024-07-28
6,0,2024-07-22,2024-07-28
7,232,2024-07-22,2024-07-28
8,600,2024-07-22,2024-07-28
9,810,2024-07-22,2024-07-28
10,1499,2024-07-22,2024-07-28
11,2522,2024-07-22,2024-07-28
12,3334,2024-07-22,2024-07-28
13,4419,2024-07-22,2024-07-28
14,4902,2024-07-22,2024-07-28
15,5181,2024-07-22,2024-07-28
16,6652,2024-07-22,2024-07-28
17,7091,2024-07-22,2024-07-28
18,7836,2024-07-22,2024-07-28
19,5847,2024-07-22,2024-07-28
20,5005,2024-07-22,2024-07-28
21,3200,2024-07-22,2024-07-28
22,1596,2024-07-22,2024-07-28
23,1027,2024-07-22,2024-07-28
0,340,2024-07-29,2024-08-04
1,494,2024-07-29,2024-08-04
2,242,2024-07-29,2024-08-04
3,50,2024-07-29,2024-08-04
4,0,2024-07-29,2024-08-04
5,0,2024-07-29,2024-08-04
6,28,2024-07-29,2024-08-04
7,266,2024-07-29,2024-08-04
8,521,2024-07-29,2024-08-04
9,722,2024-07-29,2024-08-04
10,2076,2024-07-29,2024-08-04
11,2872,2024-07-29,2024-08-04
12,3159,2024-07-29,2024-08-04
13,3110,2024-07-29,2024-08-04
14,3586,2024-07-29,2024-08-04
15,3308,2024-07-29,2024-08-04
16,4052,2024-07-29,2024-08-04
17,3672,2024-07-29,2024-08-04
18,3769,2024-07-29,2024-08-04
19,3655,2024-07-29,2024-08-04
20,3183,2024-07-29,2024-08-04
21,1910,2024-07-29,2024-08-04
22,1378,2024-07-29,2024-08-04
23,483,2024-07-29,2024-08-04
0,507,2024-08-05,2024-08-11
1,321,2024-08-05,2024-08-11
2,185,2024-08-05,2024-08-11
3,79,2024-08-05,2024-08-11
4,79,2024-08-05,2024-08-11
5,68,2024-08-05,2024-08-11
6,40,2024-08-05,2024-08-11
7,165,2024-08-05,2024-08-11
8,495,2024-08-05,2024-08-11
9,759,2024-08-05,2024-08-11
10,1168,2024-08-05,2024-08-11
11,1388,2024-08-05,2024-08-11
12,1493,2024-08-05,2024-08-11
13,2011,2024-08-05,2024-08-11
14,1582,2024-08-05,2024-08-11
15,3034,2024-08-05,2024-08-11
16,3777,2024-08-05,2024-08-11
17,4800,2024-08-05,2024-08-11
18,5349,2024-08-05,2024-08-11
19,3668,2024-08-05,2024-08-11
20,2131,2024-08-05,2024-08-11
21,1397,2024-08-05,2024-08-11
22,1130,2024-08-05,2024-08-11
23,810,2024-08-05,2024-08-11
0,381,2024-08-12,2024-08-18
1,218,2024-08-12,2024-08-18
2,244,2024-08-12,2024-08-18
3,190,2024-08-12,2024-08-18
4,193,2024-08-12,2024-08-18
5,224,2024-08-12,2024-08-18
6,224,2024-08-12,2024-08-18
7,607,2024-08-12,2024-08-18
8,902,2024-08-12,2024-08-18
9,1117,2024-08-12,2024-08-18
10,1332,2024-08-12,2024-08-18
11,1504,2024-08-12,2024-08-18
12,2544,2024-08-12,2024-08-18
13,2238,2024-08-12,2024-08-18
14,4100,2024-08-12,2024-08-18
15,5591,2024-08-12,2024-08-18
16,6342,2024-08-12,2024-08-18
17,6482,2024-08-12,2024-08-18
18,6389,2024-08-12,2024-08-18
19,4815,2024-08-12,2024-08-18
20,3540,2024-08-12,2024-08-18
21,2408,2024-08-12,2024-08-18
22,1729,2024-08-12,2024-08-18
23,724,2024-08-12,2024-08-18
0,53,2024-08-19,2024-08-25
1,101,2024-08-19,2024-08-25
2,48,2024-08-19,2024-08-25
3,48,2024-08-19,2024-08-25
4,132,2024-08-19,2024-08-25
5,192,2024-08-19,2024-08-25
6,284,2024-08-19,2024-08-25
7,706,2024-08-19,2024-08-25
8,1461,2024-08-19,2024-08-25
9,1521,2024-08-19,2024-08-25
10,1669,2024-08-19,2024-08-25
11,1694,2024-08-19,2024-08-25
12,2412,2024-08-19,2024-08-25
13,2933,2024-08-19,2024-08-25
14,4791,2024-08-19,2024-08-25
15,4985,2024-08-19,2024-08-25
16,5571,2024-08-19,2024-08-25
17,6955,2024-08-19,2024-08-25
18,7322,2024-08-19,2024-08-25
19,6359,2024-08-19,2024-08-25
20,4275,2024-08-19,2024-08-25
21,2118,2024-08-19,2024-08-25
22,739,2024-08-19,2024-08-25
23,401,2024-08-19,2024-08-25
0,610,2024-08-26,2024-09-01
1,266,2024-08-26,2024-09-01
2,121,2024-08-26,2024-09-01
3,121,2024-08-26,2024-09-01
4,121,2024-08-26,2024-09-01
